,Text,Ground_Truth
1848,"As you know, Enron, its directors, and certain current and former officers are defendants in litigation in Federal and State court involving the LJM partnerships.",False
1849,Enron has employed counsel and they will represent Enron and its interests in the litigation.,False
1850,"Under the Private Securities Litigation Reform Act, we are required to preserve documents that might be used in the litigation.",False
1851,"Accordingly, our normal document destruction policies are suspended immediately and shall remain suspended until further notice.",False
1852,"In the meantime, you should not discuss matters related to the lawsuits with anyone other than the appropriate persons at Enron and its counsel.",False
1853,Here is my DSL form.,False
1854,What does this proposal imply about transmission pricing.,False
1855,Where do we stand?,False
1856,"This is fine from the vendors perspectives, however, from a Tariff perspective, it hints at conceding to others tariiffsstructures.",False
1857,Or do they not even know their name is referenced here?,False
1858,EtransMart is the consortiums name for E trans and they are putting together the FAQs for their website.,False
1859,If you have any comments feel free to send them to me and I will forward them to Dave.,False
1860,Becky My only question is one of emphasis.,False
1861,Are points 34 the key for Barry T.?,False
1862,"If so, should we move them up higher?",False
1863,"Also, why the very lenghthy discussion of pooling points?",False
1864,The length makes the points after that discussion hard to appreciate.,False
1865,Maybe a list of bullet points up front?,False
1866,"If theres lots of places you want to see, Fly Southwest Airlines, cause Friends Fly Free.",False
1867,"New nonstop service between Sacramento, CA and Orange County, CA begins April 7, 2002.",False
1868,Updated Travel Information with the latest on additional security checkpoints at Southwest Airlines Airports is available at httpwww.southwest.comtravelcentertravelAdvisory.html SOUTHWEST.COM NEWS ON THE FLY 1.,False
1869,Friends Fly Free Now Available Systemwide!,False
1870,"2. southwest.com Featured Destination Fort Lauderdale, FL 3.",False
1871,"Travel April 2, 2002 through end of schedule.",False
1872,Fares are valid for travel every day of the week.,False
1873,Fares are each way with roundtrip purchase.,False
1874,"Fares do not include airport assessed passenger facility charges (PFC) of 18 and government imposed September 11th Security Fee of up to 10 roundtrip, per person.",False
1875,Purchase roundtrip tickets within one day of making reservations and at least three days before departure.,False
1876,On line reservations must be purchased at time of booking.,False
1877,Seats are limited and wont be available on some flights during busy travel times and holiday periods.,False
1878,"Available for published, scheduled service.",False
1879,The best days to take advantage of these super low fares are Monday through Thursday and Saturday.,False
1880,"Tickets are nonrefundable, but (except for tickets purchased through our Group Tickets program) may be applied toward future travel on Southwest Airlines.",False
1881,Any change in itinerary may result in an increase in fare.,False
1882,You and your Friend must check in and travel together on the same flight.,False
1883,Both Travelers qualify for Rapid Rewards credits for their flight (this includes double credit for purchases on southwest.com).,False
1884,"Listed below are some examples of our Friends Fly Free fares, including all of the destinations offered for 59 each way.",False
1885,This week features air fare specials plus great deals on hotels and rental cars.,False
1886,Southwest specials are nonchangeable and nonrefundable.,False
1887,Ticketless Travel may be purchased online using either a credit card or by utilizing funds from a previously unused or cancelled Ticketless Travel reservation(s).,False
1888,"Southwest Airlines travel credit (travel vouchers, gift certificates, and discount coupons) may not be used as forms of payment for Ticketless Travel Online.",False
1889,Unused funds may be applied toward future travel on Southwest Airlines within one year of the original purchase date.,False
1890,Seats are limited and wont be available on some flights that operate during very busy travel times and holiday periods.,False
1891,Standby travel requires an upgrade to the full unrestricted fare.,False
1892,Copyright 2002 Southwest Airlines Co. All Rights Reserved.,False
1893,You are currently subscribed to special offers as sscott5enron.com You can unsubscribe anytime at httpwww.southwest.comemail,False
1894,Which is the deadline?,False
1895,My HR people should we get in touch with you.,False
1896,Vince Focuscapital focuscapitalemail.msn.com on 04062001 120541 PM To vkaminsenron.com cc Subject resume This guy lives in Houston.,False
1897,"Thanks, Scott Focus Capital Markets 71 Vanderbilt Avenue Suite 200 New York, NY 10017 (212) 986 3344 Tele (212) 986 3370 Fax FOCUS JAY DAVE.Doc",False
1898,Thanks for the congratulations.,False
1899,What is Stormin Norman asking for?,False
1900,You are the sexiest woman alive!,False
1901,What do you think?,False
1902,561213 broker has the term the 28 31 thanks,False
1903,"It is the last two weeks of school, I believe.",False
1904,Attached is the redline with the changes we discussed this morning.,False
1905,"If you dont have one, a guest ID will be provided.",False
1906,Dan This is the only form of netting that Credit provides counterparties.,False
1907,Attached below is the generic ENA Netting document that we issue for your information.,False
1908,"Dear Colleague, Having invoked the Govt Of India Gaurantee yesterday, this has no doubt20 received front page media attention across the country.",False
1909,"While we will be20 circulating some of this around, I forward this particularly interesting20 editorial from The Economic Times.",False
1910,"Predictably, Maharashtra 20 finance minister Jayant Patil has objected to the downgrade, but that only 20 shows how out of touch politicians are with commercial reality.",False
1911,This is a 20 problem not just in Maharashtra but in all states.,False
1912,"But 20 now it is in fiscal difficulties, like all others.",False
1913,"Mr Patil claims Dabhol i s20 a special case, reflecting not fiscal distress but a political decision not 20 to pay.",False
1914,"Sorry, Mr Patil, but any entity that believes it can default on20 payment for political reasons deserves to be punished since it is20 demonstrably unreliable.",False
1915,Many believe the Dabhol deal was a high cost one.,False
1916,"Dozens of public sector projects have suffered cost overruns, but tha t20 is no reason for refusing to pay their dues.",False
1917,The whole point of commercial 20 rules is that you must abide by the rules of the game even when they involv e20 a loss.,False
1918,Cynics say that lack of evidence in 20 India does not mean innocence.,False
1919,"But that cynicism can apply to every single 20 power project in India, including public sector projects.",False
1920,"In life, we all 20 make some good deals and some bad ones, and need to abide by them20 nevertheless.",False
1921,No stat e20 should renege on a deal merely because it was a bad one.,False
1922,"If it does so, it 20 deserves to be downgraded as an unreliable and risky economic partner.",False
1923,"The 20 Crisil downgrade may not mean much of a rise in the state01,s immediate20 borrowing costs.",False
1924,Attached is the latest file on capacity.,False
1925,"I have updated the CI list for releases from OR on Columbia Gulf and TCO, from BUG on TETCO and from LILCO on Transco.",False
1926,"I have updated the Choice list for releases from Atlanta on CNG, Sonat, South Georgia and Transco.",False
1927,All of these changes are highlighted in blue.,False
1928,Transport Master List for Enron.xls,False
1929,Please forward to James Scribner.,False
1930,He will call with his email address.,False
1931,"Prices in the December 21, 2001 Day Ahead Market are correct.",False
1932,This e mail information is a copy of the official posting which can be found at the following address of our website httpmis.nyiso.compublichtmOperMessagesCurrentOperMessages.htmmm,False
1933,Unhappy with your investment choices?,False
1934,Is your broker adding any value?,False
1935,Need to Rollover your retirement plan from a previous employer?,False
1936,"Bares Capital Management, Inc. is an independent, Austin, TX based investment advisor specializing in managing accounts for high net worth individuals and institutions.",False
1937,"Unlike brokers, we are not compensated through transactions, activity, or mutual fund sales commissions, but instead through an asset based management fee.",False
1938,"Therefore, our compensation rises and falls with the value of your account.",False
1939,We are long term managers who emphasize research.,False
1940,We employ a value investment philosophy that focuses on building a suitable portfolio of individual securities that are custom tailored to help you achieve your unique financial goals.,False
1941,We would be happy to speak with you to discuss your current investment situation.,False
1942,"No fees, no obligation.",False
1943,"BARES CAPITAL MANAGEMENT, INC.",False
1944,"Investing is a journey, we specialize in the return.",False
1945,"www.barescapital.com On a quarterly basis, we would like to send you our market commentary that goes to all of our clients.",False
1946,Past commentary and articles may be viewed at httpwww.barescapital.comcommentary.htm,False
1947,"When Friday, March 01, 2002 200 PM 300 PM (GMT 0600) Central Time (US Canada).",False
1948,"As you know, this is an unprecedented time in Enrons history.",False
1949,ClickAtHome Enron has suspended the ClickAtHome program.,False
1950,"The program will no longer accept new participants, PC orders, or Internet service orders.",False
1951,"Orders submitted and confirmed prior to November 20, 2001 will be honored.",False
1952,Enron will also discontinue subsidized Internet service.,False
1953,"Effective January 1, 2002, employees who are currently subscribers to subsidized Internet service will be switched to the regular commercial rate of their service provider and be responsible for the entire cost of the service.",False
1954,Matching Gifts and Volunteer Incentive Program (VIP) Enrons Matching Gift program and VIP grants have been suspended indefinitely.,False
1955,Matching Gift or VIP submissions received prior to November 20 will be honored.,False
1956,We must continue to look for ways to reduce operating expenses through this transition period.,False
1957,"We have received an executed Termination Agreement between El Paso Merchant Energy Gas L.P. (El Paso) and ENA dated October 12, 2000 but effective as of December 1, 1999.",False
1958,"This Termination Agreement terminates the ISDA Master dated April 20, 1995, which was assigned to El Paso by El Paso Merchant Energy Gas Company.",False
1959,"El Paso and ENA then entered into a new ISDA Master dated June 30, 2000 but effective as of December 1, 1999.",False
1960,"The new Master covers all Transactions entered into under the April 1995 Master, and new guarantees were issued that replaced the guarantees issued under the April 1995 Master.",False
1961,Copies will be distributed.,False
1962,"firm, wliquidated damages, WSPP schedule C 2 Days 3 (Mon Sat, incl.",False
1963,Kate Symes ECT 04162001 0419 PM To Evelyn MetoyerCorpEnronENRON cc Subject Re 416 Checkout Ive never seen anything but a .005 broker fee on Bloomberg deals.,False
1964,Tom Alonso wanted to know when that fee changed.......were confused!,False
1965,"And the Matt Bob deal swap I guess it was just a last minute decision on their part, and they should have let the broker know.",False
1966,"Matt said the trade needs to stay in Bobs book, and just to check it out as a good trade with EPMI.",False
1967,"Thanks, Kate Evelyn MetoyerENRON 04162001 0216 PM To Kate SymesPDXECTECT cc Subject Re 416 Checkout BLOOMBERG Are you talking about the broker fee?",False
1968,Yes the fee is 15.00 Flat per Bloombergs confirmation on both of these deals.,False
1969,PREBON Bob said Matt Motley gave him this deal to do.,False
1970,Is that going to fly with Prebon?,False
1971,I guess this is o.k.,False
1972,but they were insisting that this deal was done with Matt not Bob.,False
1973,Kate Symes ECT 04162001 0404 PM To Evelyn MetoyerCorpEnronENRON cc Subject Re 416 Checkout BLOOMBERG Are you talking about the broker fee?,False
1974,TRADESPARK Matts contact is verifying this trade as off peak.,False
1975,AMEREX Chris just changed deal 582853 from APB to Amerex 582894 changed to 47.75 PREBON Bob said Matt Motley gave him this deal to do.,False
1976,Is that going to fly with Prebon?,False
1977,Evelyn MetoyerENRON 04162001 0155 PM To Kate SymesPDXECTECT cc Subject 416 Checkout BLOOMBERG deal 582589 and 582423 Bloomberg shows fee as 15.00 flat on both of these deals.,False
1978,"Excluding all but one, we made Enfolio changes proposed by Michael.",False
1979,"Our only deviation was to delete article 4.2, sec vii, re MAC.",False
1980,"Based on your QUICK feedback, we will send execution documents electronically so Janet can initial.",False
1981,Nothing with or pertaining to COMSYS to the best of my knowledge.,False
1982,Kay Young Legal Specialist Enron North America Corp. Ph 713 853 6794 Fax 713 646 3393,False
1983,"Sorry for my tardiness on this issue, I was cleaning my e mail today and realized that I never got back with you on this topic.",False
1984,The actuals variance from estimate is immaterial.,False
1985,If you have a question call me at 503 807 8959.,False
1986,Wellhead prices are expected to average 2.05 per Mcf this year before jumping to 2.65 per Mcf in 2003.,False
1987,Both estimates reflect dramatic reductions from the 2001 average of 4.14 per Mcf.,False
1988,"The agencys quarterly and annual price estimates are up slightly from its December report, when EIA pegged the 2002 gas price at 1.96 per Mcf.",False
1989,"Baker Hughes December 2001 Rig Counts Baker Hughes says the international rig count for December 2001 was 752, up 11 from 741 in November 2001 and up 47 from 705 in December 2000.",False
1990,The international offshore rig count for December 2001 was 222 up 2 from 220 in November 2001 and up 21 from 201 in December 2000.,False
1991,"The USrig count for December 2001 was 901 down 99 from 1,000 in November 2001 and down 196 from 1,097 in December 2000.",False
1992,The Canadian rig count for December 2001 was 264 down 2 from 266 in November 2001 and down 146 from 410 in December 2000.,False
1993,"The worldwide rig count for December 2001 was 1,917 down 90 from 2,007 in November 2001 and down 295 from 2,212 in December 2000.",False
1994,Bob Brooks GPCM Natural Gas Market Forecasting Systemhttpgpcm.rbac.com,False
1995,"Pursuant to your request, I am attaching our form Master Netting, Setoff and Security Agreement and Collateral Annex.",False
1996,Marie Heard Senior Legal Specialist Enron North America Corp.,False
1997,Phone (713) 853 3907 Fax (713) 646 3490 marie.heardenron.com,False
1998,Luke What is the status of your review of my comments to this and to the amendment draft and questions that I had?,False
1999,"Carol St. Clair EB 3892 713 853 3989 (Phone) 713 646 3393 (Fax) carol.st.clairenron.com Luke.MickumEngageEnergy.com 071000 1047 AM To carol.st.clairenron.com cc Michael.HugetzEngageEnergy.Com, Jeff.BuzonasEngageEnergy.com Subject Amendments to ISDA Master EnronEngage Energy US, L.P.",False
2000,Attached is the standard Coastal guaranty form we use for ISDAs.?,False
2001,I understand this ISDA is just for these financial instruments and not for the physical side of the business.?,False
2002,"Since the new threshold is 10 million, the Coastal guaranty cap is 10 million.?",False
2003,Luke Guaranty form ISDA Engage.doc Guaranty form ISDA Engage.doc,False
2004,It is based upon the spread between JCC and Brent lagged one month.,False
2005,Im out until the 2nd.,False
2006,"Rick With respect to CN They were eager to meet with us to talk about a JV, and joint advocacy of competitive issues in the regulatory arena.",False
2007,"We exchanged information (white paper, rate design theories, etc).",False
2008,"I talked to CNs attorney last week, and he said that their management had been slow in getting back to him on this (even though they were pushing the idea initially).",False
2009,"In any event, he said he would get back to me on this.",False
2010,I left word with Dan on this last week.,False
2011,The tickets for HOB will go on sale around next wednesday.,False
2012,I will call and get them.,False
2013,I am starting to get pumped as well.,False
2014,Luckily I have a trip to Vegas in March that will hold me over.,False
2015,I have a couple of new chairs in a bag for us full lounge chairs.,False
2016,They even have beer holders in the arms.,False
2017,"PL Mike Jillard mjillardbeaconelectric.com on 02232001 100836 AM To Phillip M Love Phillip.M.Loveenron.com cc Subject Jazz P, we are getting close.",False
2018,Did the Tickets go on sale for any of the concerts at the House of Blues?,False
2019,We need to come up with a gimmick for the fest!,False
2020,Like the Hand bean bags.,False
2021,Likely to be next week some time.,False
2022,"Sorry bro I guess I dont have you in my address book, I included people that were in my hotmail address book.",False
2023,I actually have been twice since we went.,False
2024,Once for a bachelor party that was crazy and then a couple of weeks ago when I only got 4 hours of sleep the whole weekend.,False
2025,The last time was pretty cool because we played Texas Holdem the whole time out there.,False
2026,I had never played poker in Vegas before but it was pretty fun.,False
2027,Anyway I just thought I would see if any of you guys need a hook up.,False
2028,"Kyle Love, Phillip M. To etterkvalero.com Phillip.M.Love cc enron.com Subject I NEED A JOB 112701 0152 PM what is up with leaving me off the email this morning?",False
2029,You dont want me to come work for you too?,False
2030,My feelings were hurt.,False
2031,Hope things are going well in San Antonio.,False
2032,We need to get back to Vegas so I can gamble away what is left of my retirement.,False
2033,PL This e mail is the property of Enron Corp. andor its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient (s).,False
2034,"Any review, use, distribution or disclosure by others is strictly prohibited.",False
2035,Its on my calendar.,False
2036,"Unless I need to be in California, Ill go to DC.",False
2037,IMAGE IMAGE IMAGE Getting together for the holidays is something we all enjoy.,False
2038,"Whether its gathering with old friends from out of town or hanging out with the usual gang, every gathering this time of year seems a little more special.",False
2039,We at Miller Brewing wish you many happy celebrations this season and thank you for enjoying those occasions responsibly.,False
2040,IMAGE This mail is not sent unsolicited.,False
2041,You subscribed to receive information from Miller Brewing at a Miller Web site or event.,False
2042,"Must be 21 or older to visit our Web site Miller Brewing Co. Milwaukee, WI ?",False
2043,"2001 Miller Brewing Company, Milwaukee, WI Privacy Statement IMAGE IMAGE IMAGE IMAGE This message was sent by Miller Brewing Company using Responsys Interact (TM).",False
2044,"The information contained herein is based on sources that we believe to be reliable, but we do not represent that it is accurate or complete.",False
2045,Any opinions expressed herein are solely those of the author.,False
2046,"As such, they may differ in material respects from those of, or expressed or published by on behalf of Carr Futures or its officers, directors, employees or affiliates.",False
2047,2001 Carr Futures The charts are now available on the web by clicking on the hot link(s) contained in this email.,False
2048,To all whom it may concern I would like to register my associate Zimin Lu as my guest at Power 2000 conference in Houston in May.,False
2049,LOG MESSAGES PARSING FILE OPortlandWestDeskCalifornia SchedulingISO Final Schedules2002010211.txt,False
2050,Thank you for choosing to receive Continental Airlines OnePass statement communications electronically.,False
2051,"Your latest statement is now online, providing a summary of your mileage activity through March 4, 2001.",False
2052,"To access your new statement, just visit Your Account at httpairmail.continental.comcgi bin5flo?yeDdD0rucu0BNH0COhh For a limited time, fly to Hong Kong for half the miles.",False
2053,"If you have any questions regarding your account, please e mail the OnePass Service Center at mailtoonepasscoair.com and make sure to include your name and OnePass number FE003899 in your e mail message.",False
2054,"Sincerely, Mark Bergsrud Vice President, Marketing UNFORTUNATELY MAIL SENT TO THIS ADDRESS CANNOT BE ANSWERED.",False
2055,The only company walking away from a deal will be Enron.,False
2056,We will set up a meeting to discuss fixing the problem.,False
2057,The Risk group will be moving to the other side of the 32 floor (between the kitchen and Bob Halls office) the weekend of Dec 15th.,False
2058,We are starting to talk birthday with Meagan now.,False
2059,I will get back with you in a couple of days after Meg and I have gone through the JA catalogue.,False
2060,"Sally White, Cara CWhitetexas.usta.com on 05012000 043543 PM To sally.beckenron.com sally.beckenron.com cc Subject Hi!",False
2061,Just checking in with you.,False
2062,I called Friday and talked with Tammy I wasnt sure if youd get the message.,False
2063,Have you had a chance to comb through the James Avery catalogue (or think of any other ideas?),False
2064,E mail back when you can!,False
2065,Variances detected in Load schedule.,False
2066,LOG MESSAGES PARSING FILE OPortlandWestDeskCalifornia SchedulingISO Final Schedules2001042902.txt Load Schedule Variance found in table tblLoads.,False
2067,Details (Hour 2 Preferred 51.42 Final 51.39) TRANSTYPE FINAL LOADID PGE3 MKTTYPE 2 TRANSDATE 42901 SCID EPMI,False
2068,Free Consultation With No Obligation!,False
2069,GUARANTEED To Work Or Your Money Back!!,False
2070,This message was sent to kevin.prestoubswenergy.com X Adversend Recipient kevin.prestoubswenergy.com X Adversend Userid hotwebcash,False
2071,"Edward, I thought I noticed a Senior designation and thought it kind of strange.",False
2072,"Yes, all the documents were provided to EY in hard copy form in the binders delivered to Raj last week.",False
2073,The only document not included was the Florida Power Light Company (FPL) agreement.,False
2074,"However, under the EWS CCT address you now possess all the Master Netting Agreements (including the FPL agreement) in the electronicpdf format.",False
2075,"If you want to present EY with the electronicpdf versions, you will need to do that.",False
2076,Lav How are things I want to be clear on plans you are booking Hotel?,False
2077,Mark mentioned that you wanted he and I to plan golf?,False
2078,"we can plan 3 games Friday, Saturday and Sunday early?",False
2079,i checked on the UT game and there is one on the 29th can you get tickets?,False
2080,"I tried to call you on Monday but I missed you, so email me or call at home.",False
2081,Rick would like to schedule a 90 minute conference call regarding California A midcourse assessment of the campaign.,False
2082,"Thursday, March 22 1100am 1230pm (CST) Friday, March 23 1030am 1200pm (CST) 1200pm 130pm (CST) 330pm 500pm (CST) gngr 713 853 7751",False
2083,My CES buddy is starting to focus on local production now.,False
2084,That does not mean they agree to the pricing.,False
2085,"Hey, I meant to check in with you and see how your dinner went at La Columbe dOr.",False
2086,"I have to admit, I was jealous.... Matt fell through as the Christmas party date...so Noel is going (so nice to have friends who dont mind filling in as last minute dates!).",False
2087,Had fun hanging out with you atafter the meeting on Friday.,False
2088,I think thats the most Ive ever talked to you in one sitting!!,False
2089,Due to staffing levels it has been decided to scale back administrative phone coverage hours for the next two weeks.,False
2090,"Effective immediately through December 31, 2001, phones will be covered from 800 AM to 500 PM.",False
2091,Thank you for your patience and understanding.,False
2092,Se e20 you there bright and early from 600 a.m. 900 a.m!,False
2093,Houston Symphony Enjoy the Classical Encounters for Singles 2nd Annual20 Holiday Bash with the Houston Symphony on 20 Singles Mixer!,False
2094,"Friday, December 15 from 600 p.m. 730 p.m. at the Balcony 20 level Lobby of Jones Hall!",False
2095,Tickets ar e20 35 per person and include the mixer20 and concert ticket pre paid reservations are required.,False
2096,Space is limited !,False
2097,20 Call 713 238 1477 to reserve your seat.,False
2098,Discounted tickets to the game are being sold to all 20 Enron employees for only 9 each (no limit)20 through the Signature Shop through December 18th or until the game is sold 20 out.,False
2099,"Theater Tickets for Stages Repertory Theatre, the second largest theatre in 20 Houston, presents Company, Stephen Sondheims Adults and Kids!",False
2100,enchanting musical about the difficulties of love and20 commitment.,False
2101,Performances run Wednesday through Sunday20 every week from now until December 31 and Enron employees receive a 520 discount when they order main stage20 tickets by phone at 713 527 8243.,False
2102,"For the little ones, The Toys Take Over Christmas is a fun filled holida y20 story set in an old fashioned toyshop in the early 1900s.",False
2103,Tickets are 8 per child and include a visit from Santa.20 Daytime performances run from now until20 December 23.,False
2104,94.5 The Buzz will be at the game collecting ite ms20 for their Santas Letters promotion.,False
2105,Tickets20 are available at 713 GO COOGS.,False
2106,Volunteers are needed for the event and are asked to arrive at 700 a.m. at Exhibit C for instructions.,False
2107,Donations of20 food items (especially turkeys) are much20 appreciated and can be dropped of at the nearest Thrifty Car Rental stores .,False
2108,"Hunger Site Support the Hunger Site, where all you need to do is click a20 button and somewhere in the world a hungry person receives a meal at no cost to you.",False
2109,The site is backed by corporate20 sponsors.,False
2110,Flu Vaccine The Flu Vaccine is being delivered to the Health Center in smal l20 allotments.,False
2111,You will be notified via e mail when your vaccine 20 arrives.,False
2112,20 The Met Business The Met Business Sports Club is waiving the 20020 initiation fee for new enrollments in December!,False
2113,Contact20 Sports Club Susan Jakers or Keri Elliott at The Met at 713 652 0700 or 20 Georgia Fogo at ext.,False
2114,"39963) no later than 1200 noon the Thursday prior to th e20 next Monday01,s mailing.",False
2115,My delay in getting back to you was occasioned by the fact that I went on vacation shortly after that meeting and just returned to work yesterday.,False
2116,I approached the question solely as counsel for Enron and from the standpoint of evaluating the merits of any claim that Enron could make that the API issuance should be rescinded.,False
2117,From that standpoint it is no different from asking if EOTT were dealing with an unrelated third party would that third party have a claim for rescission?,False
2118,"Thus, the question is whether there is a basis for recomputing the cash receipts or the reserves for the fourth quarter.",False
2119,"Thus, I am aware of no meritorious argument that Enron is entitled to rescission because of EOTTs mistakes in calculating its cash receipts or disbursements for the quarter.",False
2120,"That being the case, the only other issue that is worth focusing on is the reserves.",False
2121,The only component of the reserves that I am aware of that is large enough to bear scrutiny is the theft related insurance item.,False
2122,"There were no cash receipts from the insurance prior to the distribution, so any claim for rescission must focus on the amount of reserves for the fourth quarter.",False
2123,In that case there would not have been any APIs required.,False
2124,Is there a basis for a claim that the General Partner did not use reasonable discretion when it established the level of reserves?,False
2125,"Based on the facts as I understand them, I have been unable to come up with a good argument that the General Partner was not using its reasonable discretion in making the determination it made.",False
2126,"Thus, it seems it would be very difficult to establish that the General Partner did not use its reasonable discretion.",False
2127,"Thus, the partnership agreement leaves no room for going back and redoing reserves based on events that occur after the distribution for the quarter.",False
2128,You can reach me at 713758 2414.,False
2129,Robert S. Baird Vinson Elkins L.L.P.,False
2130,I have asked the headhunter to set up an interview through Twanda.,False
2131,Sheila Tweed 01252000 1255 PM To Richard B SandersHOUECTECT cc Subject Re Resume of William Woody Walters Lets get him!!!!!!!!!,False
2132,"The topics include (1) capacity release scheduling equality, (2) segmentation, (3) imbalance management, (4) OFOs, and (5) penalties.",False
2133,Attached is an agendaworking document that clips the relevant regulation text and lists questions for discussion.,False
2134,Also attached is the summary of current GPG imbalance provisions and penalties.,False
2135,Cheryl will be in a few minutes late this morning.,False
2136,Thank you for your time.,False
2137,"Regards, Keegan 5 3317",False
2138,"Lynn and I will be in BA during the week of Feb. 28 to meet with lawyers, accountants, commercial group, etc.",False
2139,Just a heads up for you.,False
2140,"Were getting so many great stories that weve extended the deadline for yo ur20 Enron Business Extreme Enron entries to Wednesday, March 28!",False
2141,Have no idea 20 what were talking about?,False
2142,Is this an ingrained20 characteristic?,False
2143,Are we natural born adrenaline junkies?,False
2144,"We think so, but we20 want to find out from you.",False
2145,"If your idea of a good vacation is training for the Eco Challenge, driving 20 monster trucks or assisting archeological digs in Siberia, tell us all abou t20 it.",False
2146,"If you know of an employee who has an unusual pastime like missionary 20 work in the Congo, chasing tornadoes or filming sharks, we want to know.",False
2147,"Also, dont forget to check out the current issue 20 newly designed at httphome.enron.compubsenronbiz2001vol1index.ht m",False
2148,I had a few changes after talking to the guys in the west.,False
2149,Bob Bill Bradford and I have a phone call with PGE at noon tomorrow.,False
2150,We will advise everyone of what we learn.,False
2151,The eThink Team Do you know whats included in Enrons Code of Ethics?,False
2152,Do you know what policies affect corporate conduct?,False
2153,"The protected list includes Brian Barth, the person most knowledgable from ECT Securities, Julien Smythe, and the person most knowledgable from Akin, Gump.",False
2154,The list does not include Kevin McConville.,False
2155,"I assume that ECT will designate Barth as PMK and that Akin Gump will designate Smythe as PMK, so that we are talking about only two depositions.",False
2156,Trial dates and dispositive motion deadlines have not changed.,False
2157,"As a result of the the limited extension of discovery cutoff, plaintiffs want to push Brian back to the week of January 29th or the week of February 5th.",False
2158,They are also making noise about Brians deposition possibly taking four days.,False
2159,"Hennegan has asked if I will represent Akin Gump and, if so, will I accept service.",False
2160,You and I should discuss this also.,False
2161,"Either way, we need to alert Akin Gump what is going on.",False
2162,"then you shouldnt sit on his lap, there are extra chairs up here",False
2163,"John and Terry, could we look into TW and NNG rounding in the same direction for EPSQ?",False
2164,It seems like that would be more effective.,False
2165,"Cindy Chris, EQUITRANS FOR JULY 1.",False
2166,"CBE, Inc meter 11480 will be nominated by Equitable Energy,LLC for the month of July.",False
2167,Equitable is buying the production from the producer.,False
2168,"Power Gas Marketing Transmission 7,500 Dth (revised to 5,000 due to curtailments implemented by PNG) has been sold to Equitabel Energy, LLC CNG Index plus 2 cents.",False
2169,"Envirogas, Inc meter 11445 has been shut in by Envirogas.",False
2170,"The other metered production (Aurora, Braxton, Kennedy) of 296day.",False
2171,"Unless I can sell to Equitable this AM, you will have to take to ?????",False
2172,"(If I sell to Equitable, Im sure they will want to use there own firm transport. )",False
2173,Ive tried getting Equitrans to confirm but to no avail.,False
2174,The only production which we have for July forward should be 1.,False
2175,Braxton Oil Gas 2.,False
2176,Aurora I do not want to cancel their contracts untill we are sure that we do not owe Equitrans for any past negative imbalances.,False
2177,I understand that Enron has netting agreements in place with certain counterparties which may permit such offsets.,False
2178,"Which lawyer in the Enron trading world can help me determine what, if any, contractual arrangements are in place with Mirant that bear on this important issue?",False
2179,"My new address is 1920 Banks St., Houston 77098.",False
2180,I would love to come to your dinner party!,False
2181,Mary Cook 12112000 0838 AM To Tana JonesHOUECTECT cc Subject Address for Mary Give me your new address please!!!!,False
2182,"Also, I am giving myself a small dinner birthday party Saturday night (Hollis, the Hammons, Barbara and Ed) and would like you to come to if you can.",False
2183,"Mary Cordially, Mary Cook Enron North America Corp. 1400 Smith, 38th Floor, Legal Houston, Texas 77002 7361 (713) 345 7732 (phone) (713) 646 3490 (fax) mary.cookenron.com",False
2184,Transactions may occur with LJM2 as with any other unrelated third party.,False
2185,"Andy Fastow EVPCFO, ENRON",False
2186,LOG MESSAGES PARSING FILE OPortlandWestDeskCalifornia SchedulingISO Final Schedules2002010923.txt,False
2187,On Friday night we discovered that the planned maintenance at Palo Verde for Sunday was a go again.,False
2188,The cash traderspreschedulers had been told that the work was cancelled.,False
2189,"R. Slinger and Leaf rerouted 150mws of onpeak energy that was routedtagged to go to the PX, saving the company 48,096.",False
2190,"The PX cleared for zeros much of the onpeak hours, as there was major cong.",False
2191,They sold to LA directly 100 mws and also booked out 50mws with the generator (TEP) of one of the preschedules.,False
2192,"Our desk retained the majority of the savings, as indicated below.",False
2193,"This was a good exercise, as it demonstrates how we can jump chain on certain curtailed paths and settle directly with the generators to avoid inadvertancy.",False
2194,This was done and the system balanced perfectly.,False
2195,Issues to be addressed with those events 1) Sponsor needed for May 17th event.,False
2196,We will discuss with Deed Vest at this Wednesdays event.,False
2197,2) Need speaker from energy and from high tech for September event.,False
2198,Will ask Mike Hansen to contact Ashford.com people to seek interest from high tech.,False
2199,3) Need UT professor to act as moderator of event.,False
2200,Will talk to Arrion this Wednesday about this.,False
2201,4) Need more sponsors for September event.,False
2202,Carolyn will give me Robert Duncans number and Melinda Perrins number for contact.,False
2203,5) Want to involve TBN in September event.,False
2204,Glenn will contact local chapter leader.,False
2205,6) Need date for baseball game.,False
2206,Chrissy will stay on top of this.,False
2207,New Items Glenn and Chrissy are working on family oriented activity for JuneAugust.,False
2208,"We need another event in October to early November time frame, possibly another speaker event.",False
2209,Next Meeting April 9th at Guadalajara at 430.,False
2210,Greetings Hope everyone had a pleasant 4th.,False
2211,Ive read the respective Burton and Hertzberg language on amending AB 1X.,False
2212,"The Burton language looks cleaner and simpler, though there may be reasons to include some of the Hertzberg language, too.",False
2213,Im proposing to the group the following as potential amendments to the bond bill.,False
2214,I would appreciate your feedback.,False
